,Level,Slope,Curvature,Vol-of-Vol,SPX-Return,VIX-Return
2006-06-28,15.8211969447,-3.76281723137,0.341965550353,0.57721875,0.0728834996286,-0.284210526316
2006-06-29,18.098528936,-2.90357058901,0.629611202789,0.5777375,0.0513511387326,-0.103053435115
2006-06-30,18.6802481122,-2.66679276229,0.505684830756,0.57815,0.0535385631813,-0.110689916603
2006-07-03,19.0169458775,-2.39836657209,0.535794128005,0.5742625,0.0407148631707,-0.0344827586207
2006-07-05,19.0169458775,-2.39836657209,0.535794128005,0.5742625,0.0506638205026,-0.145644599303
2006-07-06,18.05325154,-2.47391278617,0.727597375509,0.57056875,0.0589717326552,-0.135630498534
2006-07-07,17.1117953833,-2.40707462507,0.683977250327,0.574075,0.0692273953983,-0.171388101983
2006-07-10,17.1350977061,-2.40090633392,0.742989516387,0.57285,0.0653988795076,-0.176885130374
2006-07-11,17.6573969878,-2.26407890508,0.905294202957,0.5786625,0.0605742833241,-0.111787072243
2006-07-12,16.9245902517,-2.30624757689,0.75781054832,0.58015625,0.0744191218226,-0.205862304022
2006-07-13,14.1321172121,-3.31688653426,0.657840830872,0.5852125,0.0855673918641,-0.335042735043
2006-07-14,13.0454111022,-3.63722565581,0.526372669264,0.62285,0.102845232313,-0.377974543442
2006-07-17,13.0932369561,-3.62409738291,0.320997191864,0.6220125,0.108107233574,-0.395730706076
2006-07-18,13.4152505482,-4.2431214337,0.0731095713031,0.522,0.109197426648,-0.390392048592
2006-07-19,16.2264652796,-3.91751046662,0.442658186775,0.5613,0.0827675960497,-0.224734042553
2006-07-20,15.9381880627,-3.91492825154,0.540020967823,0.567325,0.0918912435026,-0.289719626168
2006-07-21,15.057837503,-4.17601097321,0.580197690785,0.5660375,0.100328616188,-0.368666278393
2006-07-24,16.7331577676,-3.44825099464,0.555836547702,0.62691875,0.0917631289879,-0.264529058116
2006-07-25,17.5435341035,-3.20960346063,0.402593010094,0.6818625,0.0833854738491,-0.243818681319
2006-07-26,18.0522244785,-3.40375939828,0.393242769516,0.63668125,0.0838926835029,-0.247922437673
2006-07-27,17.2113377653,-3.29765551505,0.455925246162,0.629575,0.0942654399608,-0.300524934383
2006-07-28,17.7683901827,-2.98875091523,0.609636354653,0.64211875,0.0855526381595,-0.263674614306
2006-07-31,17.2542415753,-3.0983258955,0.521776288286,0.64293125,0.0776119753357,-0.246483590087
2006-08-01,16.4500784202,-2.8399129123,0.723946696949,0.6348625,0.0835172443637,-0.257915567282
2006-08-02,17.1205780029,-2.80672936295,0.658338269096,0.63950625,0.0791559617242,-0.238589211618
2006-08-03,17.4052240663,-2.76597246967,0.637994167044,0.6426625,0.0666133499785,-0.191504178273
2006-08-04,17.0364007569,-2.94251355569,0.594515458504,0.64416875,0.0700043439637,-0.218579234973
2006-08-07,16.5682728904,-2.86636430385,0.589420392748,0.6371375,0.0830820626027,-0.280986372485
2006-08-08,16.4654567781,-2.86029660427,0.619120778379,0.64249375,0.0870331746094,-0.280519480519
2006-08-09,16.5568402908,-2.60538921052,0.44092477001,0.64160625,0.0923303357574,-0.273622047244
2006-08-10,16.4226484335,-2.501297044,0.723415935932,0.711108333333,0.0883794224096,-0.258419243986
2006-08-11,16.4252956553,-2.5245154519,0.694901752082,0.6418875,0.087953552441,-0.238095238095
2006-08-14,17.1704902719,-2.04970840598,0.779765709552,0.6560875,0.0915215086188,-0.241620111732
2006-08-15,17.8611032877,-1.92055717024,0.951236206426,0.648225,0.076165233241,-0.176648976497
2006-08-16,17.9920321012,-2.18153515321,0.261942560312,0.582025,0.0757095235891,-0.136026380874
2006-08-17,18.13384693,-1.81979402715,0.0439016793169,0.6031125,0.076113382162,-0.158924205379
2006-08-18,18.1040229263,-1.59115783272,0.208262880713,0.6008,0.0760450870826,-0.131896551724
2006-08-21,18.3201648611,-1.31030623641,0.303520051708,0.6033,0.0786334724554,-0.182707993475
2006-08-22,18.3535904085,-1.31024781415,0.486955883561,0.707936363636,0.0781353427441,-0.17868852459
2006-08-23,17.6615124494,-1.68171281468,0.354564746104,0.67389375,0.0857118530588,-0.21835443038
2006-08-24,18.1455418385,-1.50402635896,0.162305862744,0.6721125,0.0850787058124,-0.178193653377
2006-08-25,18.646545381,-1.47504502247,0.323575522077,0.675075,0.0842500308566,-0.174836601307
2006-08-28,18.6517479501,-1.17316548576,0.355494737268,0.6693625,0.062152383001,0.00164203612479
2006-08-29,18.4747212178,-1.51730067874,0.437478937769,0.6774625,0.0602423958928,-0.00408163265306
2006-08-30,18.8945023536,-1.6439500592,0.427475449226,0.6728875,0.0628261819185,-0.0435855263158
2006-08-31,18.9819753876,-1.54365858858,0.362008021851,0.6662375,0.0725997020333,-0.122231337162
2006-09-01,19.6781558109,-1.36259915492,0.415605227522,0.6073625,0.0713863203569,-0.104427736007
2006-09-05,19.2527673189,-1.3447716521,0.533086345436,0.68043125,0.07283358903,-0.103614457831
2006-09-06,18.2544658075,-1.81747285303,0.329902268147,0.680025,0.0874691400752,-0.178726483357
2006-09-07,18.086453422,-1.84923949627,0.351402258285,0.589763157895,0.0916311881379,-0.184813753582
2006-09-08,18.6402634912,-1.91468916479,0.571882060311,0.6761875,0.0840224254761,-0.0573833205815
2006-09-11,18.4014927602,-2.09488962327,0.738253741843,0.6774375,0.0880215654183,-0.17503805175
2006-09-12,19.4003320676,-1.30273548744,0.91080647608,0.60653125,0.0758164807841,-0.0890756302521
2006-09-13,19.6252331304,-1.03180161285,0.907314726525,0.651025,0.0713407040671,-0.0536499560246
2006-09-14,19.0736958424,-0.997570420627,1.03691471691,0.67894375,0.0741611707139,-0.112068965517
2006-09-15,19.3772935838,-0.663433398527,1.03380835324,0.61550625,0.080002119462,-0.145655877342
2006-09-18,18.8915618535,-0.916031337301,1.10788789406,0.6826625,0.0767885400183,-0.0969645868465
2006-09-19,18.7980667938,-0.936536653907,0.719318719592,0.62060625,0.079002473332,-0.115606936416
2006-09-20,18.7870614052,-1.53485495235,0.105538592868,0.5977125,0.0752949340736,-0.0985178727114
2006-09-21,18.2448745451,-1.82930256908,0.3016186543,0.6022125,0.0821447016648,-0.192828685259
2006-09-22,17.9072264575,-1.68434201274,0.315462351286,0.609025,0.0791312717077,-0.165880503145
2006-09-25,18.543174834,-1.29666548977,0.459551838131,0.66665,0.0648123387507,-0.0799333888426
2006-09-26,18.7507890011,-1.09770428191,0.4676702995,0.6648875,0.0611211532632,-0.0207612456747
2006-09-27,18.5316171051,-1.01837704495,0.562013785394,0.6669125,0.0608114933498,-0.0365957446809
2006-09-28,18.536100341,-0.986266308954,0.536913239695,0.6723875,0.0649127653062,-0.0954816709292
2006-09-29,18.2801637445,-0.886330528798,0.462830079389,0.679091666667,0.067043370879,-0.0975
2006-10-02,18.038146876,-1.01494681193,0.540515962463,0.666125,0.0664117324767,-0.0984126984127
2006-10-03,18.0269955976,-1.13689767118,0.48024121972,0.674504166667,0.0605870908975,-0.00652528548124
2006-10-04,18.8483770036,-0.415121120508,0.401114342655,0.669941666667,0.0485169208876,0.0330788804071
2006-10-05,19.0126254125,-0.368117765117,0.307040073694,0.652145833333,0.0455914471229,0.0410256410256
2006-10-06,19.2214911997,-0.659180384808,0.341499235777,0.656533333333,0.054208845382,-0.0291095890411
2006-10-09,19.4710985834,-0.512340414399,0.431843881747,0.661241666667,0.0468900442904,0.0179794520548
2006-10-10,20.0388324491,-0.355617714693,0.689903977761,0.657279166667,0.0448740930747,0.0206008583691
2006-10-11,20.3894138018,-0.419384207531,0.640982813833,0.666191666667,0.0479347479674,0.00856898029135
2006-10-12,20.9994637592,-0.340139406427,0.456677517541,0.653758333333,0.0391976248757,0.017793594306
2006-10-13,21.5089054652,-0.416127854955,0.399380616255,0.649895833333,0.0438016377526,-0.0147601476015
2006-10-16,21.7534636189,-0.401650865524,0.49028797898,0.632657142857,0.0444437955352,-0.0679347826087
2006-10-17,21.3127873159,-0.70498328789,0.427213400499,0.632046428571,0.0491991307885,-0.0874785591767
2006-10-18,21.1387133016,-1.43692874392,-0.165830684373,0.53927,0.0484652961382,-0.0666666666667
2006-10-19,21.4295004325,-1.68810522606,-0.0967926651718,0.54014,0.0467340343377,-0.0119926199262
2006-10-20,22.0466170243,-1.71219028153,-0.0832331029518,0.54423,0.0424403667713,0.0237416904084
2006-10-23,22.28343385,-1.46576905076,0.0763441717727,0.57147,0.0343720374413,-0.0190735694823
2006-10-24,22.3387907191,-1.28444151083,0.0820319578818,0.553581707317,0.034319440661,-0.00552486187845
2006-10-25,22.954476385,-1.07044771985,-0.0670334205514,0.576097826087,0.0316609434303,-0.0187617260788
2006-10-26,23.5215717743,-0.971435448306,-0.122666305112,0.571473913043,0.0362269285036,-0.0590476190476
2006-10-27,23.480666206,-1.19156403233,-0.0802752330043,0.590840740741,0.034567721772,0.0263876251137
2006-10-30,23.4839267498,-1.23711692059,-0.0610229907512,0.598687037037,0.0317686227667,0.0204444444444
2006-10-31,23.5409958067,-1.42732516419,0.000262970364881,0.607548148148,0.0297646440672,0.0426884650318
2006-11-01,23.3691603577,-1.75641263017,0.0453223523899,0.597135185185,0.0446187889761,-0.0499569336779
2006-11-02,23.3843966964,-1.79623511054,0.164115208232,0.583872222222,0.0529634438491,-0.0935314685315
2006-11-03,23.5217986517,-1.67169457145,0.14475274799,0.580387037037,0.0596728398454,-0.078853046595
2006-11-06,24.0204574171,-1.42663132072,0.114916276981,0.561490384615,0.0477362739206,-0.0388086642599
2006-11-07,24.0637776786,-1.62986722856,0.0951903128085,0.559751923077,0.0454653825869,-0.0379403794038
2006-11-08,24.4189325787,-1.51663020862,0.150205559347,0.529132692308,0.0453493452147,-0.0268767377201
2006-11-09,24.3857167289,-1.65272691102,0.126126155859,0.533025,0.0510765658728,-0.0552536231884
2006-11-10,24.4252425096,-1.81512601944,0.149149314302,0.523136538462,0.0488756002537,-0.0348304307974
2006-11-13,24.5238146351,-1.69412122905,0.272988821678,0.517459615385,0.0353801095675,0.0755064456722
2006-11-14,24.7517254178,-1.58381948793,0.380246151064,0.521465384615,0.0283094999839,0.114503816794
2006-11-15,24.6819813744,-2.31743667259,-0.150076087645,0.48175,0.034063486835,0.00484496124031
2006-11-16,24.6576361369,-2.16540137988,-0.144620634381,0.475686842105,0.0394166732099,0.00397219463754
2006-11-17,24.4726292082,-2.25618399772,-0.137025146215,0.461313157895,0.0403316219053,0.013875123885
2006-11-20,24.3203681629,-1.8798076211,-0.00726421101018,0.470205263158,0.0386975409339,0.00299401197605
2006-11-21,24.2154277027,-1.88512335521,0.0556854212532,0.472597368421,0.0411284113269,0.0283400809717
2006-11-22,23.6470723255,-1.59798613138,0.0965284682897,0.476546551724,0.0390136140331,0.00594059405941
2006-11-24,23.1987552189,-1.64058735368,0.114707794389,0.502386206897,0.0385556871869,-0.0391425908667
2006-11-27,21.8862041462,-2.00827234674,0.284150164656,0.517096551724,0.0476014826869,-0.0803278688525
2006-11-28,22.5845702662,-1.96241019758,0.212374769887,0.501270689655,0.044409993871,-0.0352536543422
2006-11-29,23.4188951495,-1.47326445021,0.188191378294,0.487565517241,0.00182818620362,0.652336448598
2006-11-30,23.3598942517,-1.47526285117,0.237462052209,0.489513793103,0.00348358830968,0.434701492537
2006-12-01,22.6606851967,-1.43618504602,0.220430376138,0.483951724138,0.00741955274592,0.317154811715
2006-12-04,23.2458618592,-1.45941736547,0.127829997706,0.484018965517,-0.0218584664299,0.688172043011
2006-12-05,23.2680625589,-1.58979115276,0.186340969517,0.528551851852,-0.0252447028204,0.659911894273
2006-12-06,23.1868260345,-1.69585928306,0.327399541596,0.51025,-0.0126875707814,0.395430579965
2006-12-07,22.7583315102,-1.78047620969,0.36765340142,0.507851851852,-0.00936039102794,0.209415584416
2006-12-08,22.8998237155,-2.14293655873,0.305914554648,0.522674074074,-0.00488460692571,0.181968569065
2006-12-11,23.133381033,-1.76353578624,0.478301863756,0.531275925926,-0.00538700041057,0.30258302583
2006-12-12,23.1702169102,-1.40337649592,0.63789165203,0.540114814815,-0.00412511429118,0.312267657993
2006-12-13,23.3620998496,-1.15863836191,0.908823927464,0.530027777778,-0.0232081911263,0.769902912621
2006-12-14,23.1814079527,-0.862266778662,0.842387397097,0.549138888889,-0.0303200213067,0.778664007976
2006-12-15,22.6728630179,-0.770981428865,0.93804094766,0.559683333333,-0.0241148821771,0.621272365805
2006-12-18,22.24976183,-1.10712089369,0.889910574254,0.559814814815,-0.0146991611529,0.388422035481
2006-12-19,22.5301325385,-1.06573410061,0.679333465231,0.557555555556,-0.0170146049918,0.438104448743
2006-12-20,21.6743616796,-1.92654628158,0.222911063247,0.503073684211,-0.0101593562583,0.300592300099
2006-12-21,21.7952236189,-1.87317988731,0.137641857177,0.531085714286,0.0106462484313,0.147973609802
2006-12-22,21.6548268098,-1.71813642951,0.250487443224,0.539848214286,0.0142122930322,0.155656108597
2006-12-26,21.6694157633,-1.73300829487,0.157738091224,0.525171428571,0.0132080595615,0.15371024735
2006-12-27,22.2067564713,-1.38976914675,0.0553726431663,0.530517857143,0.00256232298589,0.273327049953
2006-12-28,21.8508496389,-1.41276563273,0.0269063178695,0.557491071429,-0.0042118774242,0.380424746076
2006-12-29,21.5198093892,-1.53419469246,0.126173111308,0.568894642857,0.00157651554874,0.322183098592
2007-01-03,21.3865917367,-1.49276779783,0.248524995645,0.569221428571,0.0166079961546,0.1026272578
2007-01-04,21.7720615723,-1.47271056658,0.222071066917,0.585798214286,0.012945063529,0.169312169312
2007-01-05,21.2514346636,-1.65018112781,0.318416337649,0.58345,0.0235094264679,0.0952775476388
2007-01-08,21.1884747883,-1.68136822667,0.334852548456,0.595092857143,0.0229361367962,0.0992430613961
2007-01-09,21.5420896926,-1.84821504561,0.347104838584,0.605725,0.0226358913788,0.110450297366
2007-01-10,21.6948725811,-1.83323343201,0.700627132356,0.616728571429,0.0228942127046,0.100524475524
2007-01-11,22.9130160824,-0.998873181486,0.456364352677,0.615903571429,0.0103829548247,0.272471910112
2007-01-12,23.5268745475,-1.19453890962,0.466302135868,0.6148875,0.0113021597819,0.237123420797
2007-01-16,23.4636842513,-0.981077448596,0.334932261569,0.606994444444,0.0252447462079,0.114661654135
2007-01-17,23.2344215209,-1.84512129307,-0.0205536268173,0.553226315789,0.0288115917705,0.13258636788
2007-01-18,23.2970237813,-2.1014662866,0.0657524901614,0.5504975,0.0341532161939,0.136363636364
2007-01-19,23.7359012859,-1.87891496727,0.0388065108492,0.533455,0.0282272582681,0.239299610895
2007-01-22,23.3304304569,-2.04993482883,0.15207005324,0.586313793103,0.0408604718127,0.2
2007-01-23,23.7705040915,-1.89679926969,0.211864299857,0.594536206897,0.0385446849959,0.239005736138
2007-01-24,24.0488245506,-1.72074038139,0.258408409786,0.585765517241,0.0286317676113,0.334008097166
2007-01-25,23.4992441145,-2.2673704186,0.343398318319,0.594096551724,0.0509972530754,0.141843971631
2007-01-26,23.5343056851,-2.2143160194,0.341485985771,0.596377586207,0.0505641263418,0.153568202349
2007-01-29,23.3974559928,-2.18044869069,0.415120531827,0.595722413793,0.0451792708117,0.214285714286
2007-01-30,23.6472137549,-2.03937474489,0.339773273603,0.593786206897,0.0399644262685,0.263825929284
2007-01-31,24.0051247763,-1.9022817396,0.321118776096,0.590843103448,0.0323033317587,0.306653809065
2007-02-01,24.1898698919,-1.96509682012,0.317219299641,0.582201785714,0.0340751548006,0.280155642023
2007-02-02,24.181769718,-1.8786536522,0.391803224727,0.582869642857,0.0366135724987,0.313181367691
2007-02-05,24.0098750035,-1.84564845131,0.461735594458,0.575401785714,0.042866225312,0.230985915493
2007-02-06,24.3682244634,-1.94207115127,0.302318996801,0.576080357143,0.0424736029511,0.248571428571
2007-02-07,24.4675521124,-1.81921594553,0.389325144759,0.581714285714,0.0409493172813,0.266538830297
2007-02-08,24.2911536297,-1.77096431943,0.3917651996,0.578283928571,0.0453438189979,0.205128205128
2007-02-09,23.6397276582,-1.84972610301,0.537984506432,0.590451724138,0.0383804727389,0.216240070609
2007-02-12,23.0941739649,-1.7915962991,0.572452469925,0.596737931034,0.0479553825548,0.201198630137
2007-02-13,23.865173061,-1.52067687573,0.801615891701,0.596177586207,0.0402920890809,0.352941176471
2007-02-14,23.8220377255,-1.90702600983,0.0874768782274,0.5632425,0.032208220307,0.392680514342
2007-02-15,24.0795351111,-1.98910937163,0.104030016353,0.5858525,0.0384145462533,0.320625610948
2007-02-16,24.2112695233,-2.00566992998,0.186487688232,0.594725,0.0402937578182,0.335323383085
2007-02-20,24.4701516987,-1.77582030068,0.160895950924,0.58593,0.0442593315393,0.298228346457
2007-02-21,24.6561607637,-2.16296965797,0.277380234844,0.543507142857,0.0469832731863,0.256862745098
2007-02-22,24.8854827147,-2.19777905201,0.31401856897,0.535183928571,0.047682692605,0.27352085354
2007-02-23,24.2222368158,-2.30500910124,0.348445240194,0.55690862069,0.037092258902,0.355787476281
2007-02-26,24.1556257051,-2.23820353222,0.47349753998,0.550589655172,0.0459563392339,0.18449197861
2007-02-27,19.7475867089,-4.17892574156,0.374478193256,0.592606896552,0.0821574574707,-0.22963800905
2007-02-28,21.7506825162,-3.69804994379,0.205233057853,0.565428333333,0.0777323825176,-0.114434330299
2007-03-01,21.0066360234,-3.84578930619,0.37896916992,0.559705,0.0890377540591,-0.172172808132
2007-03-02,19.6623433006,-4.60528654349,0.396884186794,0.569167241379,0.100528339863,-0.27561247216
2007-03-05,19.0112063689,-5.37308069845,0.232886801686,0.605045,0.116958640029,-0.295647558386
2007-03-06,20.4384810029,-4.96931801172,0.0541517438778,0.550501724138,0.103658033874,-0.16435768262
2007-03-07,21.041262277,-4.49923352347,0.365152350192,0.556525862069,0.0967385929583,-0.0778523489933
2007-03-08,21.707983124,-3.96076945441,0.400586149896,0.562324137931,0.0829504258027,0.0181945416375
2007-03-09,21.5167406146,-4.01025105402,0.39829107389,0.561319642857,0.0643573349481,0.171631205674
2007-03-12,22.0607435222,-3.65464093793,0.679529811103,0.554914285714,0.073968897904,0.0325779036827
2007-03-13,19.7576839403,-4.99509856212,0.272475372767,0.573878333333,0.0927392344931,-0.200219418541
2007-03-14,18.8454980671,-5.38372287824,0.221560742001,0.553151666667,0.0799699317682,-0.0874439461883
2007-03-15,19.0019259414,-4.98323111265,0.572975257187,0.564908333333,0.0870839484091,-0.0889025137952
2007-03-16,18.039268899,-5.41619828699,0.561650721429,0.58928,0.0991634860395,-0.190391459075
2007-03-19,19.3228020811,-4.34398805606,0.613046034808,0.562256666667,0.0936961431829,-0.100874243443
2007-03-20,20.3886682402,-3.67283370746,1.0256522494,0.433521666667,0.086689545635,0.0148007590133
2007-03-21,21.6284486612,-3.61328146092,0.370728624931,0.501315,0.0701982643152,0.051724137931
2007-03-22,21.8557676901,-3.72784240143,0.460585957029,0.530944642857,0.05787654631,0.133907595928
2007-03-23,21.7567736192,-3.8500271999,0.488286741352,0.538769642857,0.0586392464547,0.104489164087
2007-03-26,21.7732545496,-3.64736370529,0.559744652659,0.545380357143,0.0421220812854,0.294793261868
2007-03-27,21.0555508481,-4.08301508741,0.380563804301,0.546562068966,0.0467311612166,0.251665433013
2007-03-28,20.0367267327,-4.72864967635,0.506846156129,0.582670689655,0.0513867122154,0.197993311037
2007-03-29,20.1375983588,-4.5144871373,0.742189484251,0.575329310345,0.0576946725271,0.0306258322237
2007-03-30,19.8584971995,-4.72600032118,0.575275307562,0.573012068966,0.0606538395211,0.0379146919431
2007-04-02,19.8615983434,-4.63107184163,0.735551374623,0.580822413793,0.0651152178873,0.0703448275862
2007-04-03,20.8619111783,-4.26730271105,0.72223377087,0.581492857143,0.0549689710918,0.155621742368
2007-04-04,20.8937188772,-3.95109365223,0.850288402239,0.579605172414,0.0593024871474,0.125188536953
2007-04-05,21.0739165374,-3.59351439543,0.78124290043,0.568485,0.0566560753428,0.128593040847
2007-04-09,21.2780579218,-3.56834892951,0.83463903272,0.563641666667,0.0602077584359,0.154552410099
2007-04-10,21.5627134458,-3.08023433139,0.945213250276,0.56967,0.0584764633788,0.198570293884
2007-04-11,20.8278375131,-3.33530363709,0.87103806967,0.570576666667,0.0497067896946,0.285504047093
2007-04-12,21.1491810847,-3.1177366025,0.844510350675,0.561071666667,0.0482351558882,0.336999214454
2007-04-13,21.8451252202,-3.1264924115,0.933015908891,0.567231034483,0.0638146277996,0.248573757131
2007-04-16,22.9290898735,-2.708319541,0.759128677355,0.561155357143,0.0551159106781,0.319561551433
2007-04-17,23.0558298714,-2.87704158932,0.70450588235,0.563051851852,0.0526380184614,0.290189612531
2007-04-18,22.5103683637,-3.67468364817,0.263944866085,0.501722222222,0.0513549795584,0.264489795918
2007-04-19,22.0858299074,-3.38201320836,0.261938868456,0.493526315789,0.0479251800126,0.29748822606
2007-04-20,22.3609848877,-3.38242715582,0.32922178735,0.490021052632,0.0475721508143,0.233387358185
